date,location,total_cases,total_deaths,new_cases,new_deaths,total_vaccinations
2022-04-01,France,1868670,477387,9968,335,57395772
2021-07-01,UK,7265406,484380,2462,335,45024196
2021-04-08,Japan,4813673,162434,9460,980,52093756
2020-02-27,Russia,4755469,86489,1015,921,75492453
2021-01-27,Japan,9321425,84664,9275,888,87165553
2022-01-29,Germany,7551989,178428,7984,739,10720429
2021-08-09,Italy,4335702,77597,406,146,48265667
2021-09-13,India,7974411,268185,7384,121,71916635
2022-02-10,Germany,2962732,78209,6049,80,3770038
2022-11-22,UK,1992825,258109,6169,684,56764800
2020-10-22,Japan,3832978,455170,7982,665,23528652
2021-03-25,India,6152941,192941,985,661,25799018
2022-06-10,Italy,4115811,152131,4485,374,76074690
2021-11-22,USA,8983212,99864,8901,569,95061808
2020-12-31,Brazil,3174108,437938,2618,62,55624177
2020-08-06,Germany,2731638,148620,6289,503,55263768
2022-02-27,USA,264500,408294,9603,667,15617257
2022-04-10,Italy,2976031,398635,6928,448,62856148
2022-06-06,USA,9027890,166562,5368,427,19571852
2021-09-30,Russia,6512427,207158,4621,867,64341939
2020-02-25,Germany,2903633,115158,9677,426,21896611
2022-01-26,France,5711813,451976,7566,420,50728391
2021-12-09,Italy,1940369,423553,4670,321,61505835
2021-07-27,Russia,3948242,1468,7658,912,71354706
2021-04-10,USA,8127125,286453,1003,679,61845806
2021-04-11,France,1217060,459560,7504,165,72814459
2021-04-04,Canada,1031519,483499,2466,596,6000715
2021-09-30,Germany,9177960,72255,1939,956,76042003
2021-02-26,Germany,4678714,258078,1635,648,90825617
2021-11-03,Germany,8109698,344043,9890,460,20873141
2022-03-07,USA,1390281,28718,8095,458,14225007
2020-02-12,France,3941106,225409,6265,188,85009304
2021-08-24,UK,2322466,239967,1895,463,13821427
2022-08-04,Japan,7778748,168913,6524,911,94968906
2021-11-06,France,8099932,466764,1073,378,17114837
2020-09-13,Italy,1851317,214637,5184,1,24696819
2022-05-31,Canada,1946830,439876,2402,617,12122477
2022-02-19,India,2614150,368697,4895,363,44584481
2021-12-10,Brazil,7238987,312425,7331,71,83888780
2022-04-28,India,9957168,375595,9343,426,53364389
2020-12-28,Germany,4660061,247113,1956,637,54983051
2020-08-03,India,2605214,262911,7023,169,92130534
2020-03-30,Canada,7923641,397111,3907,204,3030490
2020-11-16,UK,2229180,58026,807,824,12832038
2022-02-01,Italy,9384451,380286,8378,336,37432140
2022-12-04,France,4188891,42968,4827,998,10349994
2022-05-11,Japan,9014653,171169,4524,471,34894695
2021-11-07,Germany,4031419,408548,9499,194,59542618
2021-02-05,Germany,4495511,145693,2284,669,21930098
2020-10-06,Japan,1424945,76870,5313,652,66813086
2020-01-06,Japan,9780146,18174,757,274,69397761
2022-08-30,Germany,2363999,386501,4887,6,21000564
2022-04-09,Brazil,9109096,361333,3854,904,726844
2022-01-22,UK,4790691,40502,3558,978,59735863
2021-10-21,USA,8807673,298818,9772,565,62373603
2020-06-03,Italy,4225889,37260,961,615,32210047
2022-07-25,Italy,9852415,435714,3847,853,6375181
2021-02-05,Canada,3092195,198681,6726,849,47143181
2021-02-24,Canada,289102,180536,3575,572,94659996
2022-05-09,UK,9725345,71805,9067,598,47118544
2020-07-02,Japan,9479413,195991,2418,769,69827889
2022-05-12,Brazil,4443778,259636,4198,177,3167422
2020-05-07,Canada,8043756,185541,1001,241,9088356
2020-04-21,France,4162065,17194,5244,202,94208456
2022-05-07,France,260116,157883,7119,542,98779584
2020-07-09,India,6086368,334521,4066,800,33411065
2021-07-23,Germany,4214279,130864,2845,461,54724422
2021-01-19,Canada,1257949,43723,9673,79,62408458
2021-11-01,Germany,7537165,231408,8849,522,64648041
2020-12-11,Russia,3850241,468451,5316,416,70496722
2022-10-31,India,5538166,242113,422,765,92581223
2022-06-19,Russia,388076,76298,6715,383,28417410
2021-11-04,Germany,4884797,59238,4266,390,56041599
2020-05-28,India,5540070,259425,7549,895,26580743
2021-07-12,Canada,6491878,105433,6316,798,13546204
2021-11-08,India,1960826,107092,2710,687,26767089
2020-01-26,Canada,2844664,264291,8644,125,5864932
2022-05-02,Italy,2613275,229991,8069,493,17360115
2022-06-25,Germany,1378369,492467,1657,46,72021896
2020-02-25,Canada,2090212,300589,2541,717,96703883
2021-06-10,UK,5230852,184875,6763,475,27786468
2020-01-17,Italy,4171774,192180,3075,948,84705647
2022-10-19,Canada,152999,106170,3164,618,78731321
2022-12-14,India,4542923,395229,2053,463,25279768
2021-12-11,Canada,8449975,347761,8479,786,35908140
2022-11-28,Russia,9141923,213482,5737,848,35241061
2020-01-19,UK,4600108,315646,3217,122,94435375
2022-04-11,Italy,2854190,117116,1447,473,8796721
2021-01-09,Russia,1284382,299899,6009,133,19253840
2020-12-06,Italy,7196042,139805,607,618,75989050
2021-08-08,Russia,3853321,271623,4552,816,88547430
2021-06-24,France,2654837,75361,1764,840,44962203
2021-03-04,Brazil,7684365,152376,9417,561,4047633
2022-12-24,Italy,1042377,428910,9427,848,55472310
2021-09-15,Germany,4577033,124232,9221,606,7453088
2021-09-08,Germany,6105931,367730,2671,779,35303273
2022-10-27,France,3257181,81171,6519,22,4274174
2022-04-20,UK,5262696,376295,3962,565,65096078
2021-07-19,Brazil,5154048,86296,3177,885,77718460
2022-11-07,France,923780,140562,3722,765,71809802
2022-04-30,Italy,8361735,152324,4906,964,50314915
2022-12-13,UK,1942811,498506,7263,234,71395982
2021-08-27,Brazil,6507640,137934,5054,995,97863997
2021-03-30,India,298090,241535,9667,58,36402991
2020-09-21,Canada,8705956,332103,808,163,49323257
2021-06-01,France,5425838,403666,9170,770,70843278
2021-10-10,France,9714891,318166,725,825,81748464
2021-01-04,Italy,8480932,258970,7701,215,69707094
2020-07-26,Canada,2320688,324135,1216,182,90274218
2021-04-17,Italy,1805808,171999,4051,568,69363515
2022-10-22,UK,9709175,231449,2197,656,65591535
2020-08-21,Japan,4220459,481306,2806,934,85044282
2022-02-07,Russia,4536119,311997,8970,89,43367950
2020-09-21,Germany,4015470,31826,972,963,89598748
2022-01-03,Germany,4654798,305023,5634,310,17496266
2022-12-24,UK,3622138,188337,7483,556,35927788
2020-11-25,USA,937841,72361,2123,971,62309841
2021-08-30,USA,9955661,240028,8790,256,78787879
2022-03-08,India,8061896,340134,224,532,74418462
2020-02-27,Canada,2843940,351931,9032,978,36239432
2020-03-04,Brazil,3932441,217256,1814,532,76741333
2022-12-03,Italy,1207068,40736,1106,51,6905354
2022-01-20,USA,4364406,286674,124,337,96661840
2021-04-03,Brazil,8782882,209124,3246,170,5422816
2022-11-22,Russia,1386980,178130,2931,947,98074826
2020-07-21,Russia,1208052,106080,2971,66,89620710
2020-09-08,Italy,7500960,467310,2017,624,19913607
2022-06-27,India,3040267,336399,7415,299,12217906
2021-07-08,Canada,9685684,135958,2415,671,92727939
2020-04-15,Japan,1180887,388742,3096,777,37760419
2022-11-10,India,4439850,224793,1609,831,36572050
2020-05-31,Canada,7536765,118623,717,231,59607319
2021-08-21,UK,1896220,299531,3561,974,26932008
2020-10-19,France,3138744,152647,9208,836,52655408
2022-10-21,USA,8535078,112260,6782,67,46625233
2022-08-18,Russia,6935774,432859,1048,505,75139808
2021-10-31,Germany,1367223,403316,9549,27,79541421
2020-11-07,Canada,9443754,453572,8307,948,47940387
2020-09-22,Brazil,2428081,401072,7905,627,49723638
2022-06-14,Russia,4273445,431385,9993,50,75823181
2020-10-26,USA,3184790,422020,5578,692,46782086
2020-06-26,UK,6681935,166862,1620,259,80727691
2020-05-02,Italy,9963441,293132,6548,590,44739413
2021-05-26,Brazil,6689142,338592,7381,784,93824420
2021-11-22,UK,9559047,431722,4780,619,95534026
2021-06-03,Canada,4990961,375574,3792,962,4894627
2020-04-18,USA,3646804,218976,2941,585,94836283
2020-02-21,Italy,647296,460522,5695,686,30412236
2021-05-31,Brazil,1549302,405521,6401,183,98980093
2022-07-30,Germany,3122951,141041,9169,22,51725831
2022-12-21,Brazil,800101,274548,6197,785,70690922
2021-02-24,India,4100612,402205,5450,128,86455466
2022-10-12,UK,5877845,458521,8975,290,93546553
2022-04-04,France,6014126,429199,8432,831,41162064
2020-06-08,USA,5238561,241356,5874,500,62935123
2022-11-22,Germany,6339776,170534,1553,185,56042612
2022-07-11,Japan,9353526,281504,1012,478,12882631
2020-12-08,India,8885366,347801,8378,570,68164826
2022-06-03,Italy,8121757,419503,1881,491,85034900
2022-05-13,Canada,4642929,196544,6799,512,48293646
2022-06-22,UK,8417233,246512,4586,642,11398245
2021-02-22,Brazil,2833552,240037,8622,66,56066704
2022-10-06,India,7376519,454529,8430,804,89295303
2020-09-05,Japan,5701934,34160,6447,466,71447378
2022-02-04,Germany,1276647,268933,2345,284,55704077
2022-10-09,UK,5416775,158253,75,600,43170057
2021-07-28,Russia,8704813,145457,9548,416,80887070
2020-02-16,Russia,3045315,344741,5877,99,91779212
2021-01-06,India,3144480,65641,6785,188,91315070
2020-02-15,France,3570834,306391,4922,988,6043940
2020-12-23,India,4828761,86673,8090,889,45637542
2020-12-08,USA,3940285,231322,2330,857,90039326
2020-04-27,Russia,6851803,267688,4686,387,55311530
2021-10-04,UK,5742533,246855,1902,240,57973090
2021-09-28,Russia,7324222,406491,4670,781,90527948
2020-12-05,UK,2627144,236361,7143,730,45659613
2022-11-04,Brazil,2825896,63248,2059,416,59977635
2020-08-05,Italy,4936792,296694,140,917,15943970
2022-01-17,India,4876872,315837,1789,175,95436910
2021-01-08,India,2739956,391068,16,386,4609091
2020-10-16,Japan,2619980,412857,464,470,25385332
2022-10-25,India,721384,202821,4471,852,92860611
2022-11-01,Russia,8908385,255949,1827,232,48365693
2022-08-09,Canada,7716220,342165,8711,662,52477614
2021-04-11,France,2887698,277749,5956,451,67756293
2020-04-14,Canada,2432593,496389,89,276,97405814
2022-11-01,India,4031464,50713,4815,228,52401949
2022-10-30,USA,3390742,413606,2851,170,94415002
2020-10-23,Japan,8545106,337547,2843,734,67356228
2020-05-14,France,7357804,320610,9117,212,71835046
2020-11-10,UK,6133066,3981,6543,281,98863138
2020-01-28,Germany,2887296,402709,5901,40,67514214
2020-04-21,USA,6529845,464434,969,121,84278315
2022-02-18,India,2736582,464534,1094,226,55337614
2021-05-02,Brazil,7956056,377775,6124,293,17905629
2022-10-02,India,1100500,381382,7347,599,31710183
2020-03-22,France,1576590,95335,3195,266,76218652
2022-12-19,Russia,5594176,107441,1404,540,51680702
2021-02-04,Italy,1961977,16984,6940,758,31432730
2020-01-31,Russia,7049926,125580,4290,827,10045666
2021-12-26,India,4032654,373460,3982,450,19558171
2021-08-25,Italy,664468,415976,5555,448,83715639
2021-03-07,UK,6500242,484745,7954,755,60765551
2021-03-24,France,7899963,132596,4713,60,96578869
2020-10-19,Germany,6978140,118454,3092,501,4485967
2020-10-10,Canada,9268720,49402,4159,146,66020456
2020-03-03,Brazil,3037099,91656,6308,685,10850321
2022-08-19,Japan,4828426,65614,7478,944,80164906
2022-06-03,Germany,8100706,166963,8476,789,37038168
2022-04-23,Germany,2042823,353153,4933,333,99670601
2020-10-23,Russia,1048173,433048,4926,880,88367260
2022-11-23,Italy,8379341,307980,9379,952,13255945
2022-08-19,USA,9890633,467169,3969,890,25241733
2021-12-14,Brazil,6579137,406578,2965,141,47191640
2020-10-19,France,1912584,459961,4319,43,62711531
2022-05-29,India,3777538,431137,8975,143,9290883
2021-03-26,India,225049,463650,7108,864,35703524
2021-10-08,UK,9705799,258789,9141,332,29234209
2020-02-09,Canada,747419,411778,3939,997,13178962
2020-09-25,USA,9468532,457726,44,496,38996896
2021-05-04,Canada,5438684,131049,1810,395,71798187
2022-06-15,Canada,6030489,338551,4566,54,80300897
2022-10-06,Germany,5537803,269754,9021,306,18759883
2021-08-13,France,2380932,109381,1909,869,62146334
2021-04-13,UK,1654753,486134,6364,422,18703695
2021-07-08,Italy,8793380,15791,2581,416,77427649
2020-10-10,Russia,571107,58047,691,672,83680513
2021-08-07,Russia,2086213,494064,931,796,50799907
2021-06-08,Brazil,3358509,234898,7910,324,4976581
2020-02-08,Germany,2779499,461122,6382,709,5137532
2020-03-20,Russia,7313834,150737,3406,670,33161147
2021-07-02,USA,8937492,70246,8339,79,28137110
2022-02-04,Germany,1999254,196936,1032,30,56439654
2022-09-30,Italy,5044842,439667,1311,984,34133875
2022-05-24,UK,9376079,234955,8579,111,59897323
2022-01-28,Japan,4156532,348292,3121,557,36253485
2022-02-20,USA,6592910,45890,1873,864,76484687
2021-07-02,India,5561112,400010,9107,716,96525930
2022-10-25,Germany,5382858,32888,6781,563,50957099
2022-05-25,Brazil,5017650,137821,3748,649,8336688
2021-01-14,Canada,7188238,46531,277,471,75726333
2020-11-19,France,7909699,377796,1859,73,25014841
2021-01-09,India,3617556,282752,5929,552,18120326
2020-05-11,India,258517,343130,6792,478,19237725
2020-06-26,Brazil,9745741,462427,4713,588,58166605
2020-03-17,Canada,6428540,346140,4675,386,25226227
2022-11-26,UK,705475,56017,1170,698,59533547
2022-12-15,Japan,9136621,497163,8681,881,54415758
2021-01-22,UK,9640686,57676,9374,563,5716555
2020-05-29,Japan,4338843,11560,5308,929,29983540
2022-10-27,Italy,424226,447617,2462,432,67759092
2022-04-20,Italy,4117923,50468,9822,411,59533788
2021-10-17,India,5613201,163535,287,466,81223190
2021-10-24,Russia,6303745,424879,5953,598,5960524
2020-12-03,Italy,698956,461922,4282,620,84339272
2021-08-31,India,3403096,451989,1907,991,957527
2022-06-15,Canada,6278602,295267,1161,908,4049510
2022-04-12,UK,9143558,94346,129,736,75938397
2021-03-14,Russia,6143326,140790,6337,993,30792640
2022-02-20,UK,175211,193709,2363,992,64716603
2020-05-15,Russia,7519817,262172,8151,247,93950309
2021-08-11,Japan,7412620,455586,5983,580,57192366
2022-07-18,Russia,4257950,47599,143,119,60994958
2020-07-10,Japan,8654406,148469,8207,66,59560456
2021-03-07,Japan,9919422,240270,7469,572,28778390
2020-09-09,UK,6048055,45406,244,955,48020896
2020-02-10,USA,1883376,309801,926,326,498909
2021-10-08,Canada,3891113,67560,3178,919,95956478
2020-08-03,USA,7020988,104143,2176,702,73477998
2020-03-09,Canada,8544291,144575,5002,469,87972319
2022-12-18,Japan,4730741,54943,886,492,22045254
2020-06-04,Italy,5605126,75839,8532,700,37820323
2020-09-09,Brazil,1906039,82674,3398,662,54491992
2020-01-10,India,1455465,25345,8497,285,30281747
2020-10-15,Italy,9382778,249495,9099,955,4253621
2020-12-25,Russia,211830,50390,2654,913,7327065
2020-06-05,UK,5439381,226113,7392,607,23949330
2021-09-08,India,5987029,321701,1371,311,65896100
2020-09-25,Japan,6516616,458270,7135,308,76196207
2021-11-29,Japan,3329049,1906,320,774,16366466
2020-03-16,India,4755976,433383,4654,96,18817912
2022-10-25,France,8910606,7961,5300,964,97191771
2021-12-04,UK,6897673,157212,6761,112,22745813
2020-10-03,France,3746169,381433,6854,987,54103790
2020-09-28,Russia,6002296,189773,5505,636,52437138
2021-01-31,Japan,75388,339711,9323,455,67094196
2021-12-13,France,6810183,342808,6553,462,96097783
2021-01-22,USA,1775767,81199,4042,947,92539309
2020-12-13,Canada,7983823,260928,9009,131,55259983
2022-07-23,Canada,8373296,99764,7498,929,52733367
2022-02-20,Japan,7467866,474434,6636,964,65349829
2020-03-07,India,5494339,122357,7362,928,64928740
2022-08-06,USA,5877809,342873,11,120,26158366
2022-04-19,Japan,6396567,421777,194,196,44171632
2022-07-31,Russia,9886226,312712,2537,805,59532527
2022-03-13,Japan,8002619,371493,2842,481,60410657
2021-09-07,France,4021080,335446,2229,633,6927646
2020-02-08,Italy,7667857,488596,3009,793,21859003
2021-12-21,Russia,4428690,94968,7984,896,43982218
2020-05-08,France,5439433,160576,2077,771,29891555
2021-10-27,UK,8889782,378260,7845,38,23439130
2020-10-26,France,2881777,299290,3867,565,23395078
2021-07-08,India,2748996,40297,4873,511,45746015
2021-12-04,USA,195246,86394,8635,473,39595719
2022-03-17,Japan,3696176,389317,297,160,86068216
2022-05-24,Canada,8899691,388086,5856,288,65624366
2022-05-18,UK,1012384,461823,9036,199,43169011
2020-09-14,Japan,8143478,16939,1015,787,79217870
2022-07-05,Russia,866964,483683,1384,527,39959005
2022-11-18,USA,8437712,443931,9589,916,57422869
2020-11-24,UK,863663,306604,8745,684,69485102
2021-09-18,France,5783182,459792,2350,502,99301724
2020-03-08,France,6980571,199294,1269,247,48195048
2022-11-14,USA,5334538,405882,1260,382,83436189
2020-08-09,France,6349449,62119,7701,217,91382017
2022-06-20,France,1206861,166393,8376,86,55048846
2021-06-16,Germany,3119612,394995,4563,81,71517230
2021-01-13,Brazil,2891005,144258,6897,61,59723718
2020-04-19,USA,4936600,409675,5672,798,28070938
2021-12-29,India,4736319,479462,5593,499,89210252
2021-12-14,Russia,257681,218827,6155,41,39886992
2021-01-01,Russia,8482626,267201,5543,11,77597258
2022-05-24,Brazil,5629481,453879,7240,832,61537978
2020-07-19,Canada,2054780,149805,4683,745,72051209
2022-07-19,USA,7991208,281301,1881,840,50601080
2020-01-25,UK,4423408,297174,8713,642,24151501
2020-06-29,Japan,842186,150685,3809,114,53341860
2020-08-16,UK,5352727,108612,5807,217,9161479
2021-11-08,Brazil,9881901,377224,4883,648,33866400
2022-04-16,Canada,7116355,345172,7206,105,40292678
2020-08-10,France,7226585,479498,4155,690,71757096
2021-12-22,Brazil,5538917,136260,4673,527,74084981
2020-03-28,Canada,1124905,238178,1409,471,86562787
2020-02-10,USA,3105958,259418,9886,753,79040310
2022-10-03,USA,5559277,29680,5197,845,2100998
2022-04-16,Japan,3258084,234433,7452,892,18626705
2021-04-10,Russia,8593059,453335,8718,386,89695402
2020-06-25,Germany,1980290,364446,2172,225,29542376
2021-08-07,Germany,403322,467616,279,480,7325005
2020-08-27,Canada,4310796,448934,3977,753,60946855
2021-02-17,Canada,5181057,36445,2669,407,53402932
2022-01-21,Brazil,7017403,5796,7825,456,4158989
2021-06-01,Brazil,4077716,309362,9943,652,60537492
2022-07-13,USA,6941447,170203,3981,897,43523952
2022-01-16,India,5037285,401339,4769,710,5270266
2022-02-14,France,1908802,139294,5247,623,37388856
2020-12-05,France,7334901,286218,4427,638,9329965
2022-07-16,Japan,1548075,378232,6135,20,28084121
2020-04-01,France,493948,423041,5573,658,77521242
2020-08-05,Italy,4168962,298983,4131,600,17973655
2022-03-13,Germany,6520645,369256,9900,814,24194729
2022-12-04,Italy,6689921,389658,7189,917,56009317
2021-10-09,Canada,8383190,68322,4535,202,72653787
2020-12-15,USA,7228161,318465,2776,416,89743465
2022-07-15,Japan,780641,230246,9311,415,50301098
2020-09-21,USA,4466134,495716,7697,447,28384799
2022-06-27,USA,1554205,110100,8386,511,33664727
2021-08-12,UK,6606963,419204,662,84,16109829
2022-12-01,India,6651143,297651,8671,166,15253997
2020-05-15,Japan,2551331,99244,8044,383,88472819
2021-12-02,USA,3127748,491860,4218,467,49575362
2021-11-02,Brazil,9223644,387932,9615,71,98963228
2022-01-01,Russia,4001070,357395,5060,809,24039713
2020-11-09,USA,7365624,285950,5874,996,55880966
2021-08-31,India,2883791,130364,5581,520,33484624
2020-01-31,Italy,3496605,299045,2014,792,5056332
2020-06-07,Canada,4948600,410259,3789,472,59118905
2021-02-08,India,6416438,468977,9103,992,95967316
2022-03-03,Canada,9694095,402968,7148,257,63325598
2021-11-25,USA,5311499,200065,7766,274,60327240
2022-11-09,Germany,308623,173688,2364,749,56270892
2022-08-19,Russia,3647371,52127,3629,19,22104396
2022-11-20,India,3296903,467993,5919,489,4395472
2021-09-25,Japan,9579010,262597,5675,744,67768648
2020-12-26,Italy,5998223,337576,8872,489,88120999
2022-03-18,Russia,1147116,385016,6638,732,75216755
2021-04-29,Russia,3772763,87362,4651,325,3664454
2021-10-02,Germany,6478450,273120,609,528,16407184
2022-04-11,Japan,310375,114176,7940,891,9788774
2022-07-09,Japan,2126453,99122,3866,88,21608421
2020-08-11,Japan,1271300,332548,371,485,42424196
2020-05-20,Russia,5238631,344076,6998,707,21088976
2021-07-09,UK,3842411,97170,615,349,58886503
2020-07-18,Brazil,6310208,339851,6911,83,37672313
2020-11-26,France,9404024,482863,6010,386,59308416
2020-06-13,Italy,6127764,426904,2253,86,66616784
2020-04-03,Japan,5859046,217912,4942,306,29543645
2021-05-07,Russia,6034207,248178,864,849,9489182
2020-04-12,Canada,7940879,235851,1268,153,31776418
2022-08-02,USA,3341861,355933,7454,439,83859820
2022-02-25,Germany,7359201,96516,8976,739,20691015
2021-01-09,France,2615804,395233,4571,959,86166767
2020-01-11,Japan,4312717,7957,5229,263,58780151
2020-07-13,Japan,1982243,107724,2237,976,21964189
2021-05-13,France,3413654,398008,4054,734,61898878
2022-09-29,Japan,5986417,449198,935,420,15226342
2020-09-09,Japan,7863020,275381,6394,492,9872980
2022-05-26,France,3270209,313730,7891,632,28871927
2020-04-03,France,8604008,475003,325,992,52175329
2022-02-22,Russia,7323988,281396,9726,410,12752183
2021-05-15,Canada,3324664,403923,7774,172,89423291
2022-05-16,Brazil,8210880,165278,3861,3,19337498
2021-04-04,Canada,3594058,487492,1985,853,90987521
2022-10-16,Germany,4584258,3543,4932,639,41375740
2020-04-30,USA,8117654,175207,4603,985,97599726
2021-03-23,France,4212377,247541,2778,991,62391692
2020-11-14,Germany,9633233,104647,9462,471,68201750
2022-01-10,USA,233782,35031,8832,109,39034208
2022-04-12,USA,6906117,174001,7754,866,47754161
2021-02-20,Brazil,6112674,327891,4078,36,1315707
2022-06-26,France,4809109,451067,1367,991,40592846
2021-11-05,Russia,3735466,317455,4042,582,78295501
2022-02-25,India,1583246,236403,2575,800,59277000
2021-02-06,Germany,726331,65867,6754,30,93966315
2021-01-31,Brazil,1794291,88780,1581,950,20616484
2020-08-01,USA,6353385,57196,1986,380,44495645
2022-03-10,India,4952075,73705,2240,267,53175004
2022-06-21,USA,3898606,320038,3966,10,7266465
2021-01-22,Germany,2878117,349784,7604,343,50973119
2022-12-16,Italy,4481617,276735,8320,839,36003510
2020-01-22,Italy,7374626,97247,5968,543,82785734
2021-04-18,USA,5287913,179965,9043,568,50192244
2022-03-30,Russia,3733149,727,7493,165,8124680
2020-07-13,Germany,5316741,414575,4103,699,47739889
2022-12-15,Brazil,2804802,43822,2076,341,37402743
2022-04-26,Canada,4157263,494763,5231,481,21067643
2020-09-16,France,4488198,365543,2994,18,93414618
2022-09-12,Canada,9515406,112113,3744,627,88534432
2022-03-30,UK,2733460,219606,5594,979,64119455
2022-09-14,USA,7084609,392575,7531,183,5603832
2021-11-09,Germany,6216538,404145,7371,781,30907691
2022-10-28,Germany,4115362,390732,1644,544,3368173
2021-08-15,Canada,1252557,60091,3144,9,10647514
2022-08-23,France,1490687,473594,242,591,33520603
2020-04-16,Italy,9311768,154591,4085,191,84013242
2021-10-30,Italy,4057025,410609,7954,319,79078435
2020-02-14,Brazil,5272864,427534,7269,701,14592255
2022-11-02,Canada,3788963,205603,7130,579,86562410
2020-11-21,Germany,3874910,356336,6828,474,48772103
2022-12-18,USA,3368045,179006,8362,859,15190763
2021-02-22,Canada,5185773,499012,8844,636,42312881
2021-04-28,Canada,4832691,372949,6331,426,79621476
2020-01-18,UK,968616,474319,3512,847,5118708
2020-06-15,Brazil,4217733,159912,1499,58,23136368
2022-10-22,Brazil,7914520,380233,2158,435,65993471
2020-06-21,India,9639564,89367,5162,96,75816101
2022-09-19,Italy,1490036,13265,4039,495,54663245
2022-11-12,Japan,2869729,398640,2035,786,83911374
2020-07-21,Russia,7585159,413841,7977,660,20439917
2021-05-15,Italy,7179156,79622,857,277,61820099
2022-09-25,Italy,9454531,160259,3823,264,87040063
2020-04-28,Japan,8944718,298073,6770,8,33229451
2022-10-23,USA,9352771,324036,9241,456,54111093
2020-08-13,Italy,7904428,151611,298,794,32069032
2021-07-08,Russia,4202271,318774,7244,272,65453097
2021-09-30,Russia,4042879,221711,923,939,32899444
2021-07-20,Canada,2322523,486626,4232,812,32952251
2022-10-05,USA,9601869,402431,4306,7,40821041
2021-08-06,Italy,4746771,170457,2799,207,31570128
2022-10-02,Brazil,8640145,131025,6578,913,51268050
2022-02-18,Canada,1756124,87580,4875,636,76202915
2020-03-30,Italy,841531,339606,5326,122,86531375
2022-07-04,Brazil,864645,113396,6582,32,29609544
2022-11-10,Germany,1428127,359181,1802,512,71181703
2022-06-03,Russia,5130076,95310,2657,203,6552728
2020-04-14,Germany,8859690,156080,3346,517,71115113
2020-11-12,Japan,4254849,311072,9663,808,28054791
2021-11-01,USA,7574587,214168,2949,950,44100304
2021-03-29,Russia,6515350,89876,941,516,7733963
2022-07-23,Germany,8336900,24976,1907,442,19849758
2020-05-29,France,1615777,245014,4837,591,81868414
2021-01-21,USA,3512664,387128,8105,785,28207297
2021-10-17,USA,973181,158698,1243,688,20657197
2022-07-25,Italy,1491633,360400,5696,849,22876806
2022-10-18,Germany,9922462,362681,1466,832,52946748
2022-05-18,India,2061774,190861,3957,338,34663436
2020-02-07,Italy,2790358,397916,1966,437,42820386
2021-02-06,UK,3860562,109331,375,444,92413021
2020-05-08,France,6976610,194717,262,135,91990622
2020-12-12,Brazil,1765524,251666,4362,386,93603472
2022-08-20,Russia,1250632,466612,6502,24,5187143
2020-09-06,Japan,6210715,269670,7833,505,45288898
2021-01-01,India,8526086,103863,1893,324,32376841
2020-10-14,Italy,3243087,432716,8106,694,98929313
2022-06-27,Russia,909711,199121,1652,679,53840387
2021-10-05,Italy,3711584,335510,5540,978,25180383
2022-06-18,Italy,6913283,473533,3892,337,69088636
2022-01-03,Germany,1619715,452333,599,689,95415836
2022-06-29,Germany,2590310,56096,4815,884,77380909
2020-08-15,Germany,6314768,138982,1912,94,41877706
2022-09-03,Japan,9349220,474599,9484,544,492461
2020-02-15,India,8324454,333329,8792,622,96510522
2021-10-19,France,8815995,50248,8572,145,14674876
2020-07-12,Russia,6726451,205728,4213,892,70246595
2021-01-25,Russia,8064220,395167,3637,952,69936449
2020-08-16,Germany,1544613,458428,9290,230,93970849
2020-02-05,Japan,1297638,468917,5599,783,12781162
2021-07-08,Italy,7134897,79888,6448,847,22283605
2021-09-18,Canada,7748670,206354,8557,494,96039060
2022-06-11,USA,2430525,240346,7382,37,99149328
2021-10-30,Russia,7439103,94533,8982,424,79004683
2022-10-30,Brazil,2456070,41954,3569,646,31868497
2021-11-14,India,8878234,351863,7707,845,25041474
2020-05-02,Russia,288859,139876,746,746,6049412
2022-02-13,Brazil,5008341,223777,8504,436,51763131
2021-05-09,Russia,4749766,262739,4633,830,97738163
2020-02-07,Brazil,1546236,291736,920,367,51449775
2020-05-05,Russia,8982913,40643,9269,344,83860441
2020-08-11,USA,4257341,254793,7008,159,14879634
2022-10-07,Germany,3759834,324809,2381,549,34869992
2022-11-10,Canada,2627988,414039,3618,661,94815120
2022-07-14,Brazil,5477093,268116,8989,911,24727605
2022-05-07,Italy,8592974,278026,4443,819,58191337
2022-10-03,Germany,502420,197466,272,540,93198114
2020-12-25,USA,5529046,464271,1773,143,3563863
2021-04-05,Russia,1679161,154841,2547,587,50156704
2022-10-25,Germany,9426807,25020,3164,656,64323086
2020-01-20,UK,660902,435964,4780,740,20341438
2022-08-05,Canada,7562116,364765,946,575,28195342
2020-01-03,UK,1538112,347518,506,858,55719198
2020-06-02,Brazil,1726676,44912,6719,344,75958122
2022-06-10,Japan,9758681,12879,8435,268,36919707
2021-02-20,Japan,1685996,33798,8697,839,85948984
2022-09-13,Canada,3246417,107791,6360,695,25321670
2022-07-12,Russia,9091044,483042,7657,772,61772164
2021-11-03,Germany,1352144,177145,3590,267,97083865
2020-11-16,France,1551330,337935,1192,168,4281724
2020-11-23,India,971248,329127,1464,770,42218236
2021-06-01,Germany,4657851,436221,390,738,24200822
2022-10-04,India,6695306,487947,5615,32,59720271
